date,symbol,series,prev_close,open_price,high_price,low_price,last_price,close_price,average_price,total_traded_quantity,turnover_rs,no_of_trades,deliverable_qty,pct_dly_qt_to_traded_qty,daily_return_pct,log_return,rolling_volatility_20,rolling_avg_20,rolling_avg_50
2025-02-01,NIFTYBEES,EQ,,261.01,264.7,261.0,262.35,262.13,262.76,"90,97,872","2,39,05,45,631.77","56,724","36,71,504",40.36,-0.003,-3.381977442531902e-05,,,
2025-02-03,NIFTYBEES,EQ,262.13,261.65,261.65,260.0,261.5,261.47,260.83,"40,23,172","1,04,93,46,697.24","68,316","24,35,682",60.54,-0.252,-0.0025210097385480372,,,
2025-02-04,NIFTYBEES,EQ,261.47,263.0,265.22,261.49,265.2,265.05,263.35,"73,92,693","1,94,68,91,386.00","43,964","41,49,695",56.13,1.369,0.013598933263341944,,,
2025-02-05,NIFTYBEES,EQ,265.05,265.95,265.95,265.0,265.2,265.25,265.47,"34,46,888","91,50,52,022.97","43,715","22,42,028",65.04,0.075,0.000754290060277428,,,
2025-02-06,NIFTYBEES,EQ,265.25,265.2,267.99,263.85,264.58,264.37,264.39,"32,91,441","87,02,40,521.95","38,382","18,66,753",56.72,-0.332,-0.003323140401945018,,,
2025-02-07,NIFTYBEES,EQ,264.37,265.5,265.5,262.6,263.85,263.75,264.04,"45,65,941","1,20,56,07,209.06","44,293","21,18,844",46.41,-0.235,-0.0023479523018712064,,,
2025-02-10,NIFTYBEES,EQ,263.75,265.99,265.99,261.2,262.1,261.9,262.04,"62,25,361","1,63,12,99,140.04","68,728","44,95,046",72.21,-0.701,-0.007038933276610135,,,
2025-02-11,NIFTYBEES,EQ,261.9,262.99,262.99,257.52,258.8,258.55,259.54,"93,21,702","2,41,93,86,892.51","78,309","59,34,827",63.67,-1.279,-0.012873652671435606,,,
2025-02-12,NIFTYBEES,EQ,258.55,259.75,259.75,255.6,258.57,258.27,257.55,"79,29,756","2,04,23,24,189.48","69,170","49,15,833",61.99,-0.108,-0.001083549504257646,,,
2025-02-13,NIFTYBEES,EQ,258.27,259.99,260.49,257.73,258.15,258.17,259.23,"50,78,676","1,31,65,63,634.03","40,426","33,41,218",65.79,-0.039,-0.0003872666766701836,,,
2025-02-14,NIFTYBEES,EQ,258.17,259.99,259.99,255.35,256.91,256.95,256.68,"71,11,034","1,82,52,80,622.55","76,657","46,75,430",65.75,-0.473,-0.004736769223064168,,,
2025-02-17,NIFTYBEES,EQ,256.95,257.95,257.95,255.01,257.33,257.11,256.24,"73,79,260","1,89,08,90,913.41","71,041","40,09,162",54.33,0.062,0.0006224954486507082,,,
2025-02-18,NIFTYBEES,EQ,257.11,256.28,257.7,255.4,256.75,256.84,256.36,"39,17,336","1,00,42,37,351.45","45,474","20,01,780",51.1,-0.105,-0.001050685961041751,,,
2025-02-19,NIFTYBEES,EQ,256.84,257.99,258.44,255.62,257.0,256.89,257.17,"51,89,115","1,33,44,73,763.39","39,949","29,89,180",57.6,0.019,0.00019465478036282544,,,
2025-02-20,NIFTYBEES,EQ,256.89,257.99,257.99,255.75,256.89,256.85,256.62,"40,75,280","1,04,57,81,522.25","34,757","28,73,020",70.5,-0.016,-0.00015572079293334597,,,
2025-02-21,NIFTYBEES,EQ,256.85,257.99,257.99,254.8,255.35,255.53,255.52,"62,88,816","1,60,69,31,533.69","68,563","42,46,951",67.53,-0.514,-0.005152437332588584,,,
2025-02-24,NIFTYBEES,EQ,255.53,255.2,255.2,252.5,252.89,252.87,253.15,"92,01,091","2,32,92,79,598.11","1,17,245","72,15,123",78.42,-1.041,-0.010464296903187776,,,
2025-02-25,NIFTYBEES,EQ,252.87,252.98,253.58,252.31,252.75,252.75,252.98,"35,49,369","89,79,15,575.66","40,346","19,53,448",55.04,-0.047,-0.00047466477691971267,,,
2025-02-27,NIFTYBEES,EQ,252.75,253.8,253.8,252.06,252.58,252.56,252.57,"35,67,646","90,10,85,858.29","44,268","24,80,601",69.53,-0.075,-0.0007520136508445194,,,
2025-02-28,NIFTYBEES,EQ,252.56,252.95,252.95,248.08,249.13,248.45,249.17,"1,96,32,154","4,89,16,59,432.71","1,59,877","1,71,78,576",87.5,-1.627,-0.01640722620140669,0.0061182135093001125,258.283,
2025-03-03,NIFTYBEES,EQ,248.45,255.9,255.9,246.64,248.33,248.05,247.83,"83,03,131","2,05,77,81,222.40","1,11,826","61,90,369",74.55,-0.161,-0.0016112793012715925,0.006092396041199592,257.5365,
2025-03-04,NIFTYBEES,EQ,248.05,247.74,247.78,246.08,247.49,247.49,247.33,"70,23,813","1,73,71,68,235.91","56,918","57,67,581",82.11,-0.226,-0.0022601615949821904,0.0060932148961968914,256.8615,
2025-03-05,NIFTYBEES,EQ,247.49,248.7,251.0,246.3,251.0,250.48,249.64,"70,30,334","1,75,50,42,141.01","55,335","50,85,444",72.34,1.208,0.012008899866074545,0.005875180772018425,256.17600000000004,
2025-03-06,NIFTYBEES,EQ,250.48,252.9,252.9,249.43,252.68,252.75,251.31,"74,79,954","1,87,97,61,286.59","47,810","47,59,526",63.63,0.906,0.009021780882430594,0.00640717995777512,255.46800000000002,
2025-03-07,NIFTYBEES,EQ,252.75,252.7,253.74,251.7,252.99,252.84,252.91,"42,41,305","1,07,26,63,861.82","42,288","21,67,035",51.09,0.036,0.00035601970351716,0.00643245812978544,254.894,
2025-03-10,NIFTYBEES,EQ,252.84,252.0,254.95,251.4,251.68,251.75,252.96,"54,08,616","1,36,81,45,073.85","61,920","27,57,164",50.98,-0.431,-0.004320346005426319,0.006449465009156003,254.34,
2025-03-11,NIFTYBEES,EQ,251.75,251.99,252.4,249.91,252.3,252.08,251.34,"44,74,243","1,12,45,38,166.47","37,033","24,56,824",54.91,0.131,0.0013099658503476215,0.006398508785523188,253.805,
2025-03-12,NIFTYBEES,EQ,252.08,253.99,253.99,250.35,251.65,251.74,251.45,"38,51,048","96,83,49,703.61","44,180","20,14,658",52.31,-0.135,-0.0013496885856602743,0.005855129517126998,253.40050000000002,
2025-03-13,NIFTYBEES,EQ,251.74,252.9,252.9,250.8,251.1,251.06,251.77,"31,61,426","79,59,36,507.84","34,328","19,43,687",61.48,-0.27,-0.002704854473296596,0.005862689269977745,253.11149999999998,
2025-03-17,NIFTYBEES,EQ,251.06,251.06,253.0,250.1,252.25,252.18,252.15,"38,72,869","97,65,40,699.26","51,763","17,54,047",45.29,0.446,0.004451163855017921,0.006005449647745716,252.75750000000002,
2025-03-18,NIFTYBEES,EQ,252.18,254.89,256.0,252.66,255.62,255.82,254.87,"71,34,763","1,81,84,20,393.25","41,666","43,92,514",61.56,1.443,0.01433095392616681,0.006862427190733519,252.667,
2025-03-19,NIFTYBEES,EQ,255.82,256.8,256.94,255.48,256.79,256.7,256.54,"38,69,286","99,26,11,255.72","31,868","22,75,863",58.82,0.344,0.0034340157058476233,0.006909239138670149,252.68200000000002,
2025-03-20,NIFTYBEES,EQ,256.7,258.99,259.6,256.7,259.3,259.32,258.44,"82,19,907","2,12,43,39,184.55","44,346","48,86,384",59.45,1.021,0.010154732429700233,0.007271208543430675,252.78599999999997,
2025-03-21,NIFTYBEES,EQ,259.32,260.0,261.59,258.58,261.27,261.09,260.81,"92,49,804","2,41,24,38,443.65","45,808","57,83,308",62.52,0.683,0.006802355162737008,0.007406399764878343,252.968,
2025-03-24,NIFTYBEES,EQ,261.09,261.62,265.31,261.01,265.19,264.9,263.85,"93,10,805","2,45,66,61,532.05","60,287","61,01,146",65.53,1.459,0.014487220808491984,0.008005354047002788,253.3295,
2025-03-25,NIFTYBEES,EQ,264.9,266.5,266.82,256.95,264.4,264.73,265.37,"1,29,09,271","3,42,57,58,579.17","47,780","90,64,093",70.21,-0.064,-0.0006419576150828917,0.007869180554610746,253.82200000000003,
2025-03-26,NIFTYBEES,EQ,264.73,264.1,265.5,262.52,262.91,262.9,263.92,"52,58,667","1,38,78,47,784.98","40,326","32,77,031",62.32,-0.691,-0.006936706927105622,0.007616025154931709,254.3605,
2025-03-27,NIFTYBEES,EQ,262.9,263.28,264.27,262.1,263.91,263.73,263.69,"38,74,025","1,02,15,42,170.45","32,761","25,68,036",66.29,0.316,0.003152120795361443,0.007598539603070553,254.89600000000002,
2025-03-28,NIFTYBEES,EQ,263.73,263.53,264.48,262.51,263.15,263.21,263.33,"86,41,606","2,27,55,86,346.73","41,855","61,38,511",71.03,-0.197,-0.0019736598808130588,0.00762774891137514,255.43400000000003,
2025-04-01,NIFTYBEES,EQ,263.21,262.38,263.67,259.38,259.68,259.6,260.65,"1,26,29,562","3,29,18,69,473.92","91,053","77,93,718",61.71,-1.372,-0.013810207820448953,0.007312316586424438,256.00800000000004,
2025-04-02,NIFTYBEES,EQ,259.6,260.7,261.85,259.11,261.6,261.64,261.01,"95,09,451","2,48,20,38,028.41","47,021","79,33,541",83.43,0.786,0.00782752826307685,0.007358175600710705,256.66700000000003,
2025-04-03,NIFTYBEES,EQ,261.64,260.9,261.1,259.03,261.02,260.46,260.55,"61,86,200","1,61,18,16,126.71","45,317","37,86,347",61.21,-0.451,-0.0045202145534547905,0.0074545491880016156,257.32800000000003,
2025-04-04,NIFTYBEES,EQ,260.46,260.48,260.58,256.48,258.0,257.16,257.45,"92,33,464","2,37,71,91,505.53","81,570","72,49,281",78.51,-1.267,-0.012750839266071078,0.007847307055010985,257.7185,
2025-04-07,NIFTYBEES,EQ,257.16,264.85,264.85,231.3,249.8,249.1,247.52,"3,46,54,934","8,57,76,46,698.80","3,20,667","2,52,38,828",72.83,-3.134,-0.031844037005351364,0.010579846903277835,257.529,
2025-04-08,NIFTYBEES,EQ,249.1,256.55,256.55,249.76,253.0,252.72,252.24,"98,60,513","2,48,71,79,246.41","73,920","57,69,608",58.51,1.453,0.01442773422569506,0.011110287991366551,257.4955,
2025-04-09,NIFTYBEES,EQ,252.72,251.72,252.68,250.62,251.45,251.03,251.16,"71,44,236","1,79,43,61,533.84","53,690","51,68,003",72.34,-0.669,-0.006709702591869899,0.01117159774180583,257.40549999999996,
2025-04-11,NIFTYBEES,EQ,251.03,255.99,256.9,251.23,256.28,255.97,255.82,"1,08,02,170","2,76,33,62,006.48","62,826","67,20,390",62.21,1.968,0.01948779621061101,0.01200445117583594,257.6295,
2025-04-15,NIFTYBEES,EQ,255.97,260.0,262.88,258.3,261.35,260.87,260.8,"64,45,385","1,68,09,71,467.03","65,516","39,69,963",61.59,1.914,0.018961948833749298,0.012657494320563564,258.097,
2025-04-16,NIFTYBEES,EQ,260.87,263.99,263.99,260.03,262.1,261.91,261.04,"83,12,168","2,16,98,38,521.22","38,763","59,57,021",71.67,0.399,0.003978734350821876,0.012620995691098367,258.5605,
2025-04-17,NIFTYBEES,EQ,261.91,262.94,266.79,260.6,266.36,266.54,264.66,"98,18,354","2,59,85,08,468.19","45,468","69,09,715",70.38,1.768,0.017523392854438942,0.013078520206964034,259.18600000000004,257.1614
2025-04-21,NIFTYBEES,EQ,266.54,265.3,270.48,265.01,269.7,269.7,269.38,"1,00,57,258","2,70,92,71,579.76","84,985","72,91,551",72.5,1.186,0.011785903994103264,0.012972051632936493,259.9115,257.29380000000003
2025-04-22,NIFTYBEES,EQ,269.7,270.11,270.95,269.0,270.0,270.05,270.24,"61,82,402","1,67,07,07,984.00","38,422","41,57,441",67.25,0.13,0.0012968968932159243,0.012973984447318392,260.5965,257.482
2025-04-23,NIFTYBEES,EQ,270.05,272.89,272.89,269.5,271.8,271.82,271.3,"95,02,368","2,57,80,13,064.32","40,588","55,43,008",58.33,0.655,0.006532955488301078,0.012887015682312746,261.2395,257.64099999999996
2025-04-24,NIFTYBEES,EQ,271.82,271.78,272.09,270.68,270.9,270.95,271.23,"50,49,194","1,36,94,82,157.50","38,797","34,84,863",69.02,-0.32,-0.0032057805150780133,0.01289949143725211,261.7605,257.75620000000004
2025-04-25,NIFTYBEES,EQ,270.95,271.85,272.3,266.71,268.19,268.63,268.94,"86,30,692","2,32,11,71,485.58","60,009","49,12,950",56.92,-0.856,-0.00859933391415858,0.012741436909516929,262.015,257.8472
2025-04-28,NIFTYBEES,EQ,268.63,269.89,272.3,268.0,271.91,271.9,271.11,"76,76,436","2,08,11,92,511.57","52,628","57,99,770",75.55,1.217,0.01209938354046036,0.012987018392556336,262.302,257.9886
2025-04-29,NIFTYBEES,EQ,271.9,273.89,273.89,270.9,271.78,271.91,272.18,"1,21,94,908","3,31,92,06,108.94","28,956","91,85,830",75.33,0.004,3.677755098722744e-05,0.012846065102873212,262.71500000000003,258.19140000000004
2025-04-30,NIFTYBEES,EQ,271.91,277.09,277.09,271.03,271.33,271.99,271.97,"61,33,729","1,66,82,18,843.79","43,118","46,48,438",75.78,0.029,0.000294171724864553,0.012844780234832287,263.129,258.44
2025-05-02,NIFTYBEES,EQ,271.99,274.0,275.12,270.88,272.1,272.05,272.86,"1,09,48,874","2,98,75,01,610.62","75,106","53,53,986",48.9,0.022,0.0002205720176576631,0.012822523157182021,263.6055,258.74620000000004
2025-05-05,NIFTYBEES,EQ,272.05,272.05,274.55,271.31,274.2,274.39,274.04,"1,32,20,110","3,62,28,80,805.44","67,975","99,31,224",75.12,0.86,0.008564579107040046,0.01237061749548863,264.275,259.0424
2025-05-06,NIFTYBEES,EQ,274.39,274.9,274.9,272.17,272.2,272.6,273.11,"44,17,654","1,20,64,93,550.00","61,448","31,98,685",72.41,-0.652,-0.006544932776542111,0.012478369780755586,264.88,259.371
2025-05-07,NIFTYBEES,EQ,272.6,271.9,273.59,269.39,272.9,272.79,272.57,"70,15,340","1,91,21,66,955.70","45,383","39,75,245",56.67,0.07,0.000696749143498977,0.012387957828649907,265.481,259.69759999999997
2025-05-08,NIFTYBEES,EQ,272.79,273.7,273.7,270.0,270.27,271.04,271.88,"63,01,204","1,71,31,67,716.97","34,604","40,68,572",64.57,-0.642,-0.006435856942241603,0.012059942868667569,266.2025,260.00800000000004
2025-05-09,NIFTYBEES,EQ,271.04,269.5,270.09,266.16,268.75,268.49,268.73,"77,25,810","2,07,61,78,629.03","77,366","44,29,057",57.33,-0.941,-0.009452742156201803,0.009447748000746764,267.26300000000003,260.23920000000004
2025-05-12,NIFTYBEES,EQ,268.49,272.49,279.49,270.89,279.1,278.94,276.89,"96,55,176","2,67,34,27,580.39","71,749","56,32,194",58.33,3.892,0.03818303562306056,0.012007541336732312,268.4955,260.64459999999997
2025-05-13,NIFTYBEES,EQ,278.94,278.75,281.25,275.3,275.81,275.65,276.47,"95,87,074","2,65,05,66,158.13","58,422","66,18,554",69.04,-1.179,-0.011864759894855872,0.012321892227374728,269.761,261.0636
2025-05-14,NIFTYBEES,EQ,275.65,276.9,277.27,274.7,276.8,276.57,276.27,"54,42,213","1,50,35,21,965.69","39,669","34,64,457",63.66,0.334,0.0033320084429201077,0.011819212429537951,270.7835,261.526
2025-05-15,NIFTYBEES,EQ,276.57,276.9,280.76,274.7,279.34,280.17,278.08,"1,13,53,337","3,15,71,80,328.75","60,299","50,93,336",44.86,1.302,0.01293260831112369,0.011486216916409197,271.64750000000004,262.028
2025-05-16,NIFTYBEES,EQ,280.17,280.99,280.99,278.38,280.2,280.21,280.1,"44,85,107","1,25,62,61,404.06","44,531","27,08,503",60.39,0.014,0.000142760270059183,0.011511010155402944,272.6005,262.5786
2025-05-19,NIFTYBEES,EQ,280.21,280.05,281.34,279.0,279.78,279.21,279.93,"42,89,298","1,20,06,95,001.37","52,998","28,15,683",65.64,-0.357,-0.0035751351940667623,0.0111059839260742,273.364,263.1938
2025-05-20,NIFTYBEES,EQ,279.21,280.89,280.89,276.62,277.01,276.89,278.1,"56,83,232","1,58,04,93,972.81","58,217","39,74,759",69.94,-0.831,-0.0083438714615643,0.011115303254165277,273.8,263.79920000000004
2025-05-21,NIFTYBEES,EQ,276.89,276.89,279.14,276.4,277.5,277.55,277.73,"45,84,056","1,27,31,43,065.57","36,668","21,18,241",46.21,0.238,0.002380781732005937,0.011117849782039276,274.17449999999997,264.4072
2025-05-22,NIFTYBEES,EQ,277.55,277.9,277.9,274.37,276.22,275.91,275.41,"91,01,780","2,50,67,17,946.19","66,056","57,77,792",63.48,-0.591,-0.005926371553454354,0.011162287932437176,274.38,264.9226
2025-05-23,NIFTYBEES,EQ,275.91,282.0,284.19,274.98,278.4,278.37,277.94,"54,80,146","1,52,31,31,505.94","33,318","32,52,990",59.36,0.892,0.008876438450481533,0.011263605885157284,274.7155,265.4552
2025-05-26,NIFTYBEES,EQ,278.37,276.51,280.95,276.51,279.7,279.89,279.94,"80,40,183","2,25,07,96,648.16","55,023","57,38,839",71.38,0.546,0.0054455048046106475,0.011046325634125323,275.26550000000003,265.99580000000003
2025-05-27,NIFTYBEES,EQ,279.89,279.89,280.89,276.9,278.3,278.25,278.35,"1,02,51,014","2,85,33,26,173.16","72,684","40,62,211",39.63,-0.586,-0.005876678682154089,0.010916431334790415,275.6275,266.5036
2025-05-28,NIFTYBEES,EQ,278.25,278.0,279.99,277.12,277.75,277.69,277.73,"49,66,659","1,37,93,91,939.29","38,301","32,55,112",65.54,-0.201,-0.0020146065741021135,0.010937101555118636,275.905,267.0314
2025-05-29,NIFTYBEES,EQ,277.69,278.78,279.09,277.02,279.04,278.54,278.09,"46,32,027","1,28,81,18,816.64","32,609","20,44,278",44.13,0.306,0.0030562920433939485,0.010944468977011386,276.211,267.5642
2025-05-30,NIFTYBEES,EQ,278.54,279.89,279.89,277.71,278.0,277.97,278.3,"35,21,102","97,99,11,157.92","35,179","16,81,256",47.75,-0.205,-0.0020484814264724364,0.010966783199493216,276.483,268.0948
2025-06-02,NIFTYBEES,EQ,277.97,276.0,278.38,275.0,277.52,277.6,276.68,"57,33,152","1,58,62,43,277.85","77,354","30,95,402",53.99,-0.133,-0.0013319655658239806,0.010833588091947826,276.615,268.5854
2025-06-03,NIFTYBEES,EQ,277.6,278.0,278.6,275.41,275.75,275.77,276.51,"75,75,648","2,09,47,66,030.83","69,906","39,70,357",52.41,-0.659,-0.006614043664077,0.010835991585132815,276.78499999999997,269.01820000000004
2025-06-04,NIFTYBEES,EQ,275.77,276.5,276.89,275.15,276.58,276.46,276.31,"27,85,742","76,97,39,743.20","31,476","18,22,256",65.41,0.25,0.002498960067638569,0.01084452043744373,276.97200000000004,269.41360000000003
2025-06-05,NIFTYBEES,EQ,276.46,277.9,279.34,276.37,277.97,278.05,277.95,"72,73,297","2,02,16,42,478.35","41,518","38,96,358",53.57,0.575,0.005734808597361917,0.010766091114063752,277.2755,269.8038
2025-06-06,NIFTYBEES,EQ,278.05,278.9,280.85,277.0,280.45,280.5,279.52,"1,19,45,116","3,33,89,36,515.11","50,831","86,73,498",72.61,0.881,0.008772771329178036,0.010579837678628034,277.815,270.178
